id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
65299,Bajada Del Palo Phase 3 (Pan American / YPF Oil Dev),Argentina,Concession,36.06,1460.9,,-1.0
65300,Cerro Overo Phase 2 (Madalena / YPF Argentina Gas Oil),Argentina,Concession,36.06,1460.9,,-1.0
65301,San Roque Phase 2 (Gas y Petroleo / YPF Argentina Gas),Argentina,Concession,36.06,1460.9,,-1.0
65302,Tupungato Block Phase 2 (YPF / TotalEnergies Argentina),Argentina,Concession,36.06,1460.9,,-1.0
65303,Lunlunta Block Phase 2 (Pan American / YPF Argentina),Argentina,Concession,36.06,1460.9,,-1.0
65304,Austral Basin Phase 4 (TotalEnergies / Pan American Gas),Argentina,Concession,36.06,1460.9,,-1.0
65305,Magallanes Block Phase 3 (ENAP / YPF Argentina Gas),Argentina,Concession,36.06,1460.9,,-1.0
65306,Santa Cruz Block Phase 3 (Pan American / YPF Gas),Argentina,Concession,36.06,1460.9,,-1.0
65307,Salta NW Basin Phase 3 (Pluspetrol / YPF Gas Oil),Argentina,Concession,36.06,1460.9,,-1.0
65308,Jujuy NW Basin Phase 2 (Pan American / YPF Gas),Argentina,Concession,36.06,1460.9,,-1.0
65309,Formosa NW Basin Phase 2 (YPF / Enarsa Gas Dev),Argentina,Concession,36.06,1460.9,,-1.0
65310,Mendoza CuW Basin Phase 2 (Pan American / YPF Oil),Argentina,Concession,36.06,1460.9,,-1.0
65311,Cerro Dragon Block Phase 4 (Pan American / YPF Oil Dev),Argentina,Concession,36.06,1460.9,,-1.0
65312,Comodoro Rivadavia Phase 3 (YPF / Pan American Oil Dev),Argentina,Concession,36.06,1460.9,,-1.0
65313,Meseta Block Phase 2 (Tecpetrol / YPF Argentina Oil),Argentina,Concession,36.06,1460.9,,-1.0
65314,Offshore Block CAN-100 (Equinor / YPF Argentina Gas),Argentina,Concession,36.06,1460.9,,-1.0
65315,Offshore Block CAN-101 (TotalEnergies / Pan American Gas),Argentina,Concession,36.06,1460.9,,-1.0
65316,Tarim Yingmaili Phase 4 (Tarim Oilfield / CNPC Gas Oil),China,Exploration License,48.94,1495.4,,-1.0
65317,Tarim Donghe Phase 4 (Sinopec / CNPC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65318,Tarim Hadeson Phase 3 (CNPC China Gas Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65319,Tarim Keshen Phase 4 (CNPC China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65320,Ordos Changqing Phase 6 (Changqing / CNPC Gas Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65321,Ordos Yanchang Phase 5 (Yanchang Petroleum China Gas),China,Exploration License,48.94,1495.4,,-1.0
65322,Sichuan Puguang Phase 4 (Sinopec / CNPC China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65323,Sichuan Yuanba Phase 3 (Sinopec China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65324,Sichuan Longwangmiao Phase 3 (CNPC China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65325,Sichuan Moxi Phase 3 (CNPC / Sinopec China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65326,Bohai Bay CFD Phase 5 (CNOOC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65327,Bohai Bay QHD Phase 5 (CNOOC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65328,Bohai Bay BZ Phase 5 (CNOOC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65329,Offshore Bohai Bay Phase 6 (CNOOC / Kerr McGee China Oil),China,Exploration License,48.94,1495.4,,-1.0
65330,South China Sea LW Phase 4 (CNOOC / Shell China Gas),China,Exploration License,48.94,1495.4,,-1.0
65331,South China Sea DF Phase 5 (CNOOC / BP China Gas Oil),China,Exploration License,48.94,1495.4,,-1.0
65332,South China Sea YC Phase 4 (CNOOC / ENI China Gas Oil),China,Exploration License,48.94,1495.4,,-1.0
65333,Pearl River Mouth Phase 4 (CNOOC / TotalEnergies China Oil),China,Exploration License,48.94,1495.4,,-1.0
65334,Songliao Daqing Phase 6 (Daqing / CNPC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65335,Junggar Karamay Phase 5 (CNPC China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65336,Qaidam Sebei Phase 3 (CNPC China Gas Dev),China,Exploration License,48.94,1495.4,,-1.0
65337,Qaidam Kunbei Phase 3 (CNPC / Sinopec China Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65338,East China Sea PH Phase 3 (CNOOC / Sinopec Gas Oil),China,Exploration License,48.94,1495.4,,-1.0
65339,East China Sea CF Phase 3 (CNOOC China Gas Oil Dev),China,Exploration License,48.94,1495.4,,-1.0
65340,OML 26 Phase 4 (TotalEnergies / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65341,OML 30 Phase 4 (Shell / NNPC Nigeria Oil Gas Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65342,OML 34 Phase 3 (Agip / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65343,OML 38 Phase 3 (Chevron / NNPC Nigeria Oil Gas Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65344,OML 42 Phase 3 (Shell / NNPC Nigeria Oil Gas Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65345,OML 43 Phase 3 (TotalEnergies / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65346,OML 47 Phase 3 (ExxonMobil / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65347,OML 49 Phase 3 (Chevron / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65348,OML 61 Phase 3 (Agip / NNPC Nigeria Gas Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65349,OML 63 Phase 3 (Shell / NNPC Nigeria Oil Gas Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65350,OML 67 Phase 2 (Seplat / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65351,OML 72 Phase 2 (Eroton / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65352,OML 75 Phase 2 (Agip / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65353,OML 77 Phase 2 (Shell / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65354,OML 79 Phase 2 (Chevron / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65355,OML 83 Phase 2 (TotalEnergies / NNPC Nigeria Gas Oil),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65356,OML 90 Phase 2 (Oando / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65357,OML 95 Phase 2 (Seplat / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65358,OML 100 Phase 2 (ExxonMobil / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65359,OML 104 Phase 2 (Agip / NNPC Nigeria Gas Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65360,OML 108 Phase 2 (Shell / NNPC Nigeria Oil Dev),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65361,OML 115 Phase 2 (Agip / NNPC Nigeria Deepwater Gas),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65362,OML 120 Phase 2 (TotalEnergies / NNPC Nigeria Deepwater),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65363,OML 125 Phase 2 (Shell / NNPC Nigeria Deepwater Gas),Nigeria,PSC,26.91,3230.9,333.1,-1.0
65364,Bakken Three Forks Phase 5 (Continental / Hess ND Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65365,Bakken Middle Bakken Phase 5 (EOG / Whiting ND Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65366,Bakken Pronghorn Phase 3 (Whiting / Continental ND Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65367,Bakken Madison Phase 3 (Hess / EOG ND Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65368,DJ Basin Niobrara Phase 5 (Civitas / Devon CO Oil Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65369,DJ Basin Codell Phase 4 (Civitas / Bonanza Creek CO),USA,Federal/State Lease,16.96,2101.7,,-1.0
65370,DJ Basin Sussex Phase 3 (Extraction / Civitas CO Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65371,DJ Basin Shannon Phase 3 (Noble Energy / Civitas CO Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65372,Uinta Green River Phase 4 (Berry Petroleum / Crescent UT),USA,Federal/State Lease,16.96,2101.7,,-1.0
65373,Uinta Wasatch Phase 3 (Crescent / Berry UT Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65374,Pinedale Lance Phase 4 (Ultra Petroleum / Shell WY Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65375,Pinedale Mesaverde Phase 3 (Ultra / Questar WY Gas Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65376,Powder River Turner Phase 4 (Devon / Continental WY Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65377,Powder River Niobrara Phase 3 (Chesapeake / Devon WY Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65378,Powder River Mowry Phase 3 (Continental / Devon WY Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65379,Wind River Phosphoria Phase 3 (Burlington / Encana WY Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65380,Wind River Madison Phase 3 (Aspect Resources / Encana WY),USA,Federal/State Lease,16.96,2101.7,,-1.0
65381,Williston Red River Phase 3 (Hess / EOG ND Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65382,Williston Mississippian Phase 3 (Continental / Hess ND Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65383,Montana Elm Coulee Phase 3 (Elm Ridge / Whiting MT Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65384,Big Horn Phosphoria Phase 2 (Burlington / Encana WY Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65385,Montana Devonian Phase 2 (Continental / Whiting MT Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65386,North Park Niobrara Phase 2 (Bonanza Creek / Civitas CO),USA,Federal/State Lease,16.96,2101.7,,-1.0
65387,Paradox Cane Creek Phase 2 (Fidelity / Moab UT Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65388,Block 0 Phase 5 (Chevron / Sonangol Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65389,Block 1 Phase 4 (Sonangol / ENI Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65390,Block 2 Phase 4 (TotalEnergies / Sonangol Angola Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65391,Block 3 Phase 4 (ENI / Sonangol Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65392,Block 3/05 Phase 3 (Sonangol / TotalEnergies Angola Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65393,Block 4 Phase 4 (TotalEnergies / Sonangol Angola Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65394,Block 5 Phase 3 (Chevron / Sonangol Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65395,Block 6 Phase 3 (Sonangol / ENI Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65396,Block 7 Phase 3 (ENI / TotalEnergies Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65397,Block 8 Phase 3 (Chevron / Sonangol Angola Gas Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65398,Block 9 Phase 3 (TotalEnergies / Sonangol Angola Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65399,Block 10 Phase 3 (Sonangol / ENI Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65400,Block 14 Phase 4 (Chevron / Sonangol Angola Deep Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65401,Block 15 Phase 4 (ExxonMobil / Sonangol Angola Deep Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65402,Block 16 Phase 3 (ENI / Sonangol Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65403,Block 17 Phase 4 (TotalEnergies / Sonangol Angola Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65404,Block 18 Phase 4 (bp / Sonangol Angola Oil Dev),Angola,PSC,51.54,1156.9,82.1,-1.0
65405,Block 20 Phase 3 (bp / Sonangol Angola Deep Gas Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65406,Block 21 Phase 3 (ENI / Sonangol Angola Deep Gas Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65407,Block 22 Phase 3 (Cobalt / Sonangol Angola Deep Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65408,Block 23 Phase 2 (Sonangol / TotalEnergies Angola Gas),Angola,PSC,51.54,1156.9,82.1,-1.0
65409,Block 24 Phase 2 (TotalEnergies / Sonangol Angola Gas),Angola,PSC,51.54,1156.9,82.1,-1.0
65410,Block 25 Phase 2 (Repsol / Sonangol Angola Gas Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65411,Block 31 Phase 3 (bp / TotalEnergies Angola Deep Oil),Angola,PSC,51.54,1156.9,82.1,-1.0
65412,P2593 (Equinor / Shell UK North Sea Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65413,P2594 (Harbour Energy / TotalEnergies UK Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65414,P2595 (bp / Equinor UK North Sea Gas Oil Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65415,P2596 (Shell / Harbour Energy UK North Sea Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65416,P2597 (TotalEnergies / bp UK North Sea Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65417,P2598 (Ithaca Energy / Equinor UK West Shetland Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65418,P2599 (Equinor / TotalEnergies UK West Shetland Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65419,P2600 (bp / Shell UK West Shetland Gas Oil Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65420,P2601 (Shell / TotalEnergies UK Northern North Sea Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65421,P2602 (TotalEnergies / Harbour UK Central NS Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65422,P2603 (Harbour Energy / bp UK Central NS Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65423,P2604 (Equinor / Ithaca UK Northern NS Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65424,P2605 (bp / TotalEnergies UK Northern NS Oil Gas Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65425,P2606 (Ithaca Energy / Shell UK Central NS Gas Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65426,P2607 (Shell / Equinor UK Southern Gas Basin Gas Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65427,P2608 (bp / Harbour Energy UK Southern Gas Basin Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65428,P2609 (TotalEnergies / Equinor UK East Midlands Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65429,P2610 (Equinor / Shell UK West of Shetland Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65430,P2611 (Shell / bp UK North Sea Oil Gas Dev 2025),UK,Production License,24.96,1965.1,862.3,-1.0
65431,P2612 (Harbour / TotalEnergies UK West Shetland Gas),UK,Production License,24.96,1965.1,862.3,-1.0
65432,P2613 (TotalEnergies / Ithaca UK NS Oil Gas Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65433,P2614 (Ithaca Energy / bp UK West Shetland Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65434,P2615 (bp / Equinor UK Central North Sea Gas Oil),UK,Production License,24.96,1965.1,862.3,-1.0
65435,P2616 (Equinor / Harbour UK Northern NS Gas Oil Dev),UK,Production License,24.96,1965.1,862.3,-1.0
65436,PM-3 CAA Phase 3 (Petronas / Carigali Malaysia Gas Oil),Malaysia,PSC,64.83,635.4,121.0,-1.0
65437,Block H Phase 4 (Petronas / Shell Malaysia Gas Oil),Malaysia,PSC,64.83,635.4,121.0,-1.0
65438,Block K Phase 4 (Murphy / Petronas Malaysia Gas Oil),Malaysia,PSC,64.83,635.4,121.0,-1.0
65439,Block L Phase 4 (ConocoPhillips / Petronas Malaysia Gas),Malaysia,PSC,64.83,635.4,121.0,-1.0
65440,Block M Phase 3 (ExxonMobil / Petronas Malaysia Gas),Malaysia,PSC,64.83,635.4,121.0,-1.0
65441,Block R Phase 3 (Petronas / ExxonMobil Malaysia Gas),Malaysia,PSC,64.83,635.4,121.0,-1.0
65442,Block SK-310 Phase 3 (Petronas / Shell Sarawak Gas Oil),Malaysia,PSC,64.83,635.4,121.0,-1.0
65443,Block SK-408 Phase 3 (Petronas / Murphy Sarawak Gas),Malaysia,PSC,64.83,635.4,121.0,-1.0
65444,Block SB-306 Phase 3 (Petronas / Brunei Shell Sabah Gas),Malaysia,PSC,64.83,635.4,121.0,-1.0
65445,Block W Phase 3 (Petronas / ENI Malaysia Gas Oil Dev),Malaysia,PSC,64.83,635.4,121.0,-1.0
65446,Block 05-2 Phase 3 (PVEP / ONGC Vietnam Gas Dev),Vietnam,PSC,52.02,1342.7,,-1.0
65447,Block 05-3 Phase 3 (Petronas / PVEP Vietnam Gas Dev),Vietnam,PSC,52.02,1342.7,,-1.0
65448,Block 06-1 Phase 4 (BP / PVEP Vietnam Gas Dev),Vietnam,PSC,52.02,1342.7,,-1.0
65449,Block 07-3 Phase 3 (Petronas / PVEP Vietnam Gas Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65450,Block 09-1 Phase 4 (PVEP / Vietsovpetro Vietnam Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65451,Block 09-3 Phase 3 (PVEP / Repsol Vietnam Gas Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65452,Block 10-11 Phase 3 (PVEP / TotalEnergies Vietnam Gas),Vietnam,PSC,52.02,1342.7,,-1.0
65453,Block 11-2 Phase 3 (Petronas / PVEP Vietnam Gas Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65454,Block 12W Phase 3 (PVEP / Chevron Vietnam Gas Dev),Vietnam,PSC,52.02,1342.7,,-1.0
65455,Block 15-1 Phase 4 (PVEP / ConocoPhillips Vietnam Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65456,Block 15-2 Phase 3 (PVEP / ExxonMobil Vietnam Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65457,Block 16-1 Phase 3 (PVEP / Shell Vietnam Gas Oil),Vietnam,PSC,52.02,1342.7,,-1.0
65458,Block B Phase 3 (PVEP / MOECO Vietnam Gas Dev),Vietnam,PSC,52.02,1342.7,,-1.0
65459,Block PM3-CAA Phase 2 (PVEP / Petronas Vietnam Gas),Vietnam,PSC,52.02,1342.7,,-1.0
65460,PL 1466 (Equinor / Aker BP Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65461,PL 1467 (Aker BP / Equinor Norway Barents Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65462,PL 1468 (Vår Energi / TotalEnergies Norway NS Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65463,PL 1469 (TotalEnergies / Wintershall Norway NS Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65464,PL 1470 (Wintershall / Aker BP Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65465,PL 1471 (ENI / Vår Energi Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65466,PL 1472 (Equinor / ENI Norway Norwegian Sea Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65467,PL 1473 (Aker BP / Vår Energi Norway Barents Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65468,PL 1474 (TotalEnergies / Equinor Norway NS Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65469,PL 1475 (Vår Energi / Aker BP Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65470,PL 1476 (Wintershall / TotalEnergies Norway NS Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65471,PL 1477 (ENI / Equinor Norway Barents Sea Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65472,PL 1478 (Equinor / Wintershall Norway NS Oil Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65473,PL 1479 (Aker BP / ENI Norway Norwegian Sea Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65474,PL 1480 (TotalEnergies / Vår Energi Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65475,PL 1481 (Vår Energi / Equinor Norway Barents Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65476,PL 1482 (Wintershall / Aker BP Norway Barents Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65477,PL 1483 (ENI / TotalEnergies Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65478,PL 1484 (Equinor / Vår Energi Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65479,PL 1485 (Aker BP / Wintershall Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65480,PL 1486 (TotalEnergies / ENI Norway Barents Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65481,PL 1487 (Vår Energi / Wintershall Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65482,PL 1488 (ENI / Aker BP Norway Norwegian Sea Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65483,PL 1489 (Wintershall / Equinor Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65484,Kaskida Phase 2 (bp / Chevron USA GOM Deep Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65485,Whale Phase 2 (Shell / bp USA GOM Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65486,Anchor Phase 2 (Chevron / TotalEnergies USA GOM Deep),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65487,Shenandoah Phase 2 (Navitas / Beacon GOM Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65488,Tiber Phase 2 (bp / ConocoPhillips USA GOM Deep Oil),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65489,Ballymore Deep (Chevron / TotalEnergies GOM Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65490,Monument Deep GOM (ExxonMobil / Hess USA Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65491,Dakar GOM (TotalEnergies / Chevron USA Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65492,Puma West GOM (Shell / ExxonMobil USA Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65493,Leon GOM (TotalEnergies / Equinor USA Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65494,Maximino GOM (Pemex / bp USA Mexico Deepwater Gas),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65495,Cambrinus GOM (Equinor / bp USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65496,Moccasin GOM (ExxonMobil / Hess USA Deep Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65497,Crown and Anchor GOM (Shell / bp USA Deep Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65498,Leopard GOM (bp / ExxonMobil USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65499,Phobos GOM (Chevron / TotalEnergies USA Deep Oil),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65500,Gila GOM (ExxonMobil / bp USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65501,North Platte GOM (TotalEnergies / Equinor USA Oil),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65502,Guadalupe GOM (ExxonMobil / bp USA Deepwater Gas),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65503,Sargon GOM (Shell / TotalEnergies USA Deep Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65504,Rydberg GOM (Equinor / Shell USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65505,Rudolph GOM (Chevron / ExxonMobil USA Deep Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65506,Saturn GOM (bp / Equinor USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65507,Freedom GOM (Shell / Chevron USA Deepwater Oil Dev),USA,Federal Offshore Lease,16.96,2101.7,,-1.0
65508,Atapu Phase 3 (Petrobras / Shell Brazil Pre-Salt Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65509,Sepia Phase 3 (Petrobras / TotalEnergies Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65510,Buzios Phase 7 (Petrobras / CNOOC Brazil Pre-Salt Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65511,Itapu Phase 3 (Petrobras / bp Brazil Pre-Salt Oil Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65512,Mero Phase 5 (Petrobras / Shell Brazil Pre-Salt Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65513,Tupi Phase 6 (Petrobras / BG Shell Brazil Oil Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65514,Sapinhoa Phase 4 (Petrobras / Repsol Brazil Oil Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65515,Berbigao Phase 3 (Petrobras / ExxonMobil Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65516,Sururu Phase 3 (Petrobras / TotalEnergies Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65517,Aram Block Phase 2 (Petrobras / bp Brazil Pre-Salt Gas),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65518,Bumerangue Block Phase 2 (Petrobras Brazil Oil Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65519,Cravo Block Phase 2 (Petrobras / Equinor Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65520,Bracuhy Block (Petrobras / TotalEnergies Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65521,Jupiter Phase 2 (Petrobras / Galp Brazil Gas Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65522,Carcara Phase 3 (Equinor / Petrobras Brazil Oil Dev),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65523,Norte de Carcara Block (Equinor / ExxonMobil Brazil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65524,Sudoeste de Sagitario Block (Petrobras Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65525,Franco do Sul Block (Petrobras / Shell Brazil Oil),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
65526,Alto de Cabo Frio Leste Phase 2 (ExxonMobil / Petrobras),Brazil,Production Sharing,52.76,1059.8,80.6,-1.0
